Class Number,Class Name,Unique Number,Division,Days,Time,Location,Instructor,Flags,Core,Description
E,321 SHAKESPEARE,35860,Upper,MWF,10:00 a.m.-11:00 a.m.,PAR 105,"FICKLING, TERI L",Global Cultures,,
E,321 SHAKESPEARE,35865,Upper,TTH,2:00 p.m.-3:30 p.m.,PAR 105,"CULLINGFORD, ELIZABETH",Global Cultures,,
E,321 SHAKESPEARE,35870,Upper,TTH,3:30 p.m.-5:00 p.m.,PAR 105,"RUMRICH, JOHN P",Global Cultures,,
E,321K INTRODUCTION TO CRITICISM,35875,Upper,MW,10:00 a.m.-11:30 a.m.,,"GINGRICH, BRIAN PAUL",Writing,,
E,321P SHAKESPEARE THRU PERFORMANCE,35880,Upper,TTH,11:00 a.m.-12:30 p.m.,CAL 419,"DARLINGTON, MADGE",,Visual and Performing Arts,
E,"323D CRIT RACE THEORY, THE NOVEL",35885,Upper,TTH,2:00 p.m.-3:30 p.m.,PAR 204,"WOODARD, HELENA",Cultural Diversity Writing,,
E,323D RACE/CLASS/POL ECON IN LIT,35890,Upper,TTH,9:30 a.m.-11:00 a.m.,PAR 306,"CDEBACA, LYDIA A",Cultural Diversity,,
E,323D TOPICS IN DIVERSE PERSPECTIVES,35895,Upper,TTH,3:30 p.m.-5:00 p.m.,,,,,
E,323F AFRCN AMER WRITERS IN FRANCE,35900,Upper,TTH,12:30 p.m.-2:00 p.m.,PAR 302,"WILKS, JENNIFER M",Writing Cultural Diversity,,
E,323S GLOBAL SHORT STORY,35905,Upper,MW,1:00 p.m.-2:30 p.m.,,,,,
E,323W WOMEN'S AUTOBIOGRAPHCL WRTG,35910,Upper,TTH,3:30 p.m.-5:00 p.m.,RLP 0.120,"SUKYS, JULIJA VIDA",Writing Cultural Diversity,,
E,324C THE GRAPHIC NOVEL,35915,Upper,TTH,9:30 a.m.-11:00 a.m.,,,,,
E,324L LIT/HEALTH/MEDICINE: HONORS,35920,Upper,MWF,10:00 a.m.-11:00 a.m.,CAL 22,"BARRISH, PHILLIP J",Writing Ethics,,
E,328 BRITISH NOVEL IN 19TH CENTURY,35925,Upper,MW,4:00 p.m.-5:30 p.m.,PAR 204,"MACKAY, CAROL H",Writing Global Cultures,,
E,329R THE ROMANTIC PERIOD: HONORS,35930,Upper,TTH,9:30 a.m.-11:00 a.m.,CAL 200,"BAKER, SAMUEL",Writing,,
E,337 AMER LIT: FROM BEGIN TO 1865,35935,Upper,MW,10:00 a.m.-11:30 a.m.,PAR 303,"SCHWARTZ, ANA",Writing Cultural Diversity,,
E,337E BRIT LIT: RESTORATION-ROMANTIC,35940,Upper,MWF,10:00 a.m.-11:00 a.m.,PMA 5.124,"VACLAV, MICHAEL J II",Global Cultures,,
E,338 AMER LIT: FROM 1865 TO PRESENT,35945,Upper,MWF,2:00 p.m.-3:00 p.m.,PAR 304,"BARRISH, PHILLIP J",,,
E,338E BRIT LIT: VICTORIAN ERA-WWII,35950,Upper,TTH,9:30 a.m.-11:00 a.m.,PAR 103,"MASON, SARAH MICHELLE",Global Cultures,,
E,341I IRISH LIT/POLITICS IN 20TH CEN,35955,Upper,TTH,12:30 p.m.-2:00 p.m.,PAR 105,"CULLINGFORD, ELIZABETH",,,
E,342C BLACK COPS IN AFR AM POP CUL,35960,Upper,MWF,12:00 p.m.-1:00 p.m.,JES A303A,"WALTER, PATRICK F",Cultural Diversity,,
E,342M LIFE/LIT US-MEX BORDERLANDS,35965,Upper,TTH,9:30 a.m.-11:00 a.m.,PAR 204,"GONZALEZ, JOHN M",Writing Cultural Diversity,,
E,342S SOUTHERN LITERATURE,35970,Upper,MWF,10:00 a.m.-11:00 a.m.,MEZ 2.124,"HUTCHISON, COLEMAN",Writing,,
E,343L MODERNISM AND LITERATURE,35974,Upper,TTH,3:30 p.m.-5:00 p.m.,PAR 103,"MACDUFFIE, EDWARD ALLEN I",,,
E,343M BLACK QUEER LITERATURE/FILM,35975,Upper,MWF,10:00 a.m.-11:00 a.m.,,"YOUNG, HERSHINI",,,
E,343N THE NOBEL PRIZE,35980,Upper,TTH,3:30 p.m.-5:00 p.m.,PAR 204,"BLOCKLEY, MARY E",Global Cultures,,
E,343P POSTMODERN LITERATURE,35985,Upper,TTH,12:30 p.m.-2:00 p.m.,,,,,
E,343Q LGBTQ LITERATURE/CULTURE,35989,Upper,TTH,11:00 a.m.-12:30 p.m.,MEZ 1.208,"SAHINLER, IPEK",Writing Cultural Diversity,,
E,344D AUSTRALIAN LITERATURE AND FILM,35990,Upper,MW,2:30 p.m.-4:00 p.m.,PAR 303,"BERRY, BETSY A",,,
E,344I TWENTY-FIRST CENTURY POETRY,35995,Upper,TTH,11:00 a.m.-12:30 p.m.,CAL 200,"BENNETT, CHAD J",Writing Independent Inquiry,,
E,344M MAJOR FILM MOVEMENTS,36000,Upper,TTH,9:30 a.m.-11:00 a.m.,GAR 1.126,"GINGRICH, BRIAN PAUL",,,
E,344R CHILDHD/ADOLSCNCE IN LIT/FILM,36005,Upper,TTH,9:30 a.m.-11:00 a.m.,PAR 206,"PEREZ, DOMINO R",,,
E,344S FILM AUTEURS,36010,Upper,TTH,2:00 p.m.-3:30 p.m.,PAR 306,"KORNHABER, DONNA MARIE",,,
E,344T THE ANIMATED FILM AS TEXT,36014,Upper,TTH,5:00 p.m.-6:30 p.m.,PAR 306,"KORNHABER, DONNA MARIE",,,
E,344W CITIZEN KANE/CO ESSNTL FILMS,36015,Upper,TTH,5:00 p.m.-6:30 p.m.,,"KORNHABER, DONNA MARIE",,,
E,345S GENDER/SPECULATIVE FICTION,36020,Upper,TTH,12:30 p.m.-2:00 p.m.,PAR 303,"MURPHY, GRETCHEN",Cultural Diversity,,
E,348C J ALVAREZ/S CISNEROS,36025,Upper,MWF,2:00 p.m.-3:00 p.m.,,"GARCIA, PATRICIA M",Cultural Diversity Writing,,
E,348P PLATH AND SEXTON,36030,Upper,TTH,3:30 p.m.-5:00 p.m.,PAR 306,"BERRY, BETSY A",,,
E,349S GRETA GERWIG,36035,Upper,TTH,11:00 a.m.-12:30 p.m.,PAR 312,"BRUSTER, DOUGLAS S",Writing,,
E M,306 STATICS,15210,Lower,MWF,10:00 a.m.-11:00 a.m.,PAI 3.02,"HUANG, RUI",,,
E M,306 STATICS,15215,Lower,MWF,10:00 a.m.-11:00 a.m.,PAI 3.02,"HUANG, RUI",,,
E M,306 STATICS,15220,Lower,MWF,10:00 a.m.-11:00 a.m.,PAI 3.02,"HUANG, RUI",,,
E M,306 STATICS,15225,Lower,MWF,10:00 a.m.-11:00 a.m.,PAI 3.02,"HUANG, RUI",,,
E M,306 STATICS,15230,Lower,TTH,12:30 p.m.-2:00 p.m.,PAI 3.02,"POPELAR, FRANK",,,
E M,306 STATICS,15235,Lower,TTH,12:30 p.m.-2:00 p.m.,PAI 3.02,"POPELAR, FRANK",,,
E M,306 STATICS,15240,Lower,TTH,12:30 p.m.-2:00 p.m.,PAI 3.02,"POPELAR, FRANK",,,
E M,306 STATICS,15245,Lower,TTH,12:30 p.m.-2:00 p.m.,PAI 3.02,"POPELAR, FRANK",,,
E M,311M DYNAMICS,15250,Lower,MWF,1:00 p.m.-2:00 p.m.,PAI 3.02,"CONNOLLY, THOMAS J",,,
E M,311M DYNAMICS,15255,Lower,MWF,1:00 p.m.-2:00 p.m.,PAI 3.02,"CONNOLLY, THOMAS J",,,
E M,311M DYNAMICS,15260,Lower,MWF,1:00 p.m.-2:00 p.m.,PAI 3.02,"CONNOLLY, THOMAS J",,,
E M,311M DYNAMICS,15265,Lower,MWF,1:00 p.m.-2:00 p.m.,PAI 3.02,"CONNOLLY, THOMAS J",,,
E M,311M DYNAMICS,15270,Lower,MWF,1:00 p.m.-2:00 p.m.,,"CONNOLLY, THOMAS J",,,
E M,319 MECHANICS OF SOLIDS,15275,Lower,MWF,9:00 a.m.-10:00 a.m.,WEL 3.502,"LANDIS, CHAD MATTHEW",,,
E M,319 MECHANICS OF SOLIDS,15280,Lower,MWF,9:00 a.m.-10:00 a.m.,WEL 3.502,"LANDIS, CHAD MATTHEW",,,
E M,319 MECHANICS OF SOLIDS,15285,Lower,MWF,9:00 a.m.-10:00 a.m.,WEL 3.502,"LANDIS, CHAD MATTHEW",,,
E M,319 MECHANICS OF SOLIDS,15290,Lower,MWF,9:00 a.m.-10:00 a.m.,WEL 3.502,"LANDIS, CHAD MATTHEW",,,
E M,319 MECHANICS OF SOLIDS,15295,Lower,MWF,9:00 a.m.-10:00 a.m.,WEL 3.502,"LANDIS, CHAD MATTHEW",,,
E M,319 MECHANICS OF SOLIDS,15300,Lower,MWF,9:00 a.m.-10:00 a.m.,WEL 3.502,"LANDIS, CHAD MATTHEW",,,
E M,319 MECHANICS OF SOLIDS,15305,Lower,TTH,2:00 p.m.-3:30 p.m.,PAI 3.02,"FUHG, JAN",,,
E M,319 MECHANICS OF SOLIDS,15310,Lower,TTH,2:00 p.m.-3:30 p.m.,PAI 3.02,"FUHG, JAN",,,
E M,319 MECHANICS OF SOLIDS,15315,Lower,TTH,2:00 p.m.-3:30 p.m.,PAI 3.02,"FUHG, JAN",,,
E M,319 MECHANICS OF SOLIDS,15320,Lower,TTH,2:00 p.m.-3:30 p.m.,PAI 3.02,"FUHG, JAN",,,
E M,319 MECHANICS OF SOLIDS,15325,Lower,TTH,2:00 p.m.-3:30 p.m.,PAI 3.02,"FUHG, JAN",,,
E M,319 MECHANICS OF SOLIDS,15330,Lower,MWF,3:00 p.m.-4:00 p.m.,PAI 3.02,"MEAR, MARK E",,,
E M,319 MECHANICS OF SOLIDS,15335,Lower,MWF,3:00 p.m.-4:00 p.m.,PAI 3.02,"MEAR, MARK E",,,
E M,319 MECHANICS OF SOLIDS,15340,Lower,MWF,3:00 p.m.-4:00 p.m.,PAI 3.02,"MEAR, MARK E",,,
E M,319 MECHANICS OF SOLIDS,15345,Lower,MWF,3:00 p.m.-4:00 p.m.,PAI 3.02,"MEAR, MARK E",,,
E S,321G GLUE UNDERGRAD RESEARCH,14365,Upper,MW,5:00 p.m.-6:30 p.m.,GLT 1.102,"KINNEY, KERRY A",,,
E S,122 EOE LLC SEMINAR II,14370,Upper,M,5:00 p.m.-6:00 p.m.,EER 0.706,"SPEITEL, GERALD E JR",,,
E S,222 EOE CAREER DEVEL/LEADRSHP SMNR,14375,Upper,M,6:00 p.m.-7:30 p.m.,EER 0.706,"SPEITEL, GERALD E JR",,,
E S,225K COOPERATIVE ENGINEERING,14380,Upper,,,,,,,
E S,225L COOPERATIVE ENGINEERING,14385,Upper,,,,,,,
E S,333T ENGINEERING COMMUNICATION,14390,Upper,MWF,9:00 a.m.-10:00 a.m.,EER 1.504,"STEPHENS, JAMES E",Writing Ethics,,
E S,333T ENGINEERING COMMUNICATION,14395,Upper,MWF,9:00 a.m.-10:00 a.m.,EER 1.528,"KEARNS, KYLE",Writing Ethics,,
E S,333T ENGINEERING COMMUNICATION,14400,Upper,MWF,10:00 a.m.-11:00 a.m.,EER 1.504,"STEPHENS, JAMES E",Writing Ethics,,
E S,333T ENGINEERING COMMUNICATION,14405,Upper,MWF,10:00 a.m.-11:00 a.m.,EER 1.528,"KEARNS, KYLE",Writing Ethics,,
E S,333T ENGINEERING COMMUNICATION,14410,Upper,MW,11:00 a.m.-12:00 p.m.,GLT 1.102,"STEPHENS, JAMES E",Writing Ethics,,
E S,333T ENGINEERING COMMUNICATION,14415,Upper,MWF,11:00 a.m.-12:00 p.m.,EER 1.504,"KEARNS, KYLE",Writing Ethics,,
E S,333T ENGINEERING COMMUNICATION,14420,Upper,MWF,11:00 a.m.-12:00 p.m.,EER 1.528,"LOGAN, ANDREW",Writing Ethics,,
E S,333T ENGINEERING COMMUNICATION,14425,Upper,MWF,12:00 p.m.-1:00 p.m.,ECJ 1.318,"SOMERS-WILLETT, SUSAN B",Writing Ethics,,
E S,333T ENGINEERING COMMUNICATION,14430,Upper,MWF,12:00 p.m.-1:00 p.m.,EER 1.504,"MULDOON, MOIRA M",Writing Ethics,,
E S,333T ENGINEERING COMMUNICATION,14435,Upper,MWF,12:00 p.m.-1:00 p.m.,EER 1.528,"SAVAGE, JOHN",Writing Ethics,,
E S,333T ENGINEERING COMMUNICATION,14440,Upper,MWF,1:00 p.m.-2:00 p.m.,GLT 1.102,"LOGAN, ANDREW",Writing Ethics,,
E S,333T ENGINEERING COMMUNICATION,14445,Upper,MWF,1:00 p.m.-2:00 p.m.,ECJ 1.318,"SOMERS-WILLETT, SUSAN B",Writing Ethics,,
E S,333T ENGINEERING COMMUNICATION,14450,Upper,MWF,1:00 p.m.-2:00 p.m.,EER 1.504,"MULDOON, MOIRA M",Writing Ethics,,
E S,333T ENGINEERING COMMUNICATION,14455,Upper,MWF,1:00 p.m.-2:00 p.m.,EER 1.528,"SAVAGE, JOHN",Writing Ethics,,
E S,333T ENGINEERING COMMUNICATION,14460,Upper,MWF,2:00 p.m.-3:00 p.m.,GLT 1.102,"LOGAN, ANDREW",Writing Ethics,,
E S,333T ENGINEERING COMMUNICATION,14465,Upper,MWF,2:00 p.m.-3:00 p.m.,EER 1.528,"SAVAGE, JOHN",Writing Ethics,,
E S,333T ENGINEERING COMMUNICATION,14470,Upper,MWF,2:00 p.m.-3:00 p.m.,EER 1.504,"MULDOON, MOIRA M",Writing Ethics,,
E S,333T ENGINEERING COMMUNICATION,14475,Upper,MWF,2:00 p.m.-3:00 p.m.,ECJ 1.318,"SOMERS-WILLETT, SUSAN B",Writing Ethics,,
E S,333T ENGINEERING COMMUNICATION-DEN,14480,Upper,,,,"LOGAN, ANDREW",Writing Ethics,,
E S,333T ENGINEERING COMMUNICATION-ESP,14481,Upper,,,,"STEPHENS, JAMES E",Writing Ethics,,
E S,333T ENGINEERING COMMUNICATION-ESP,14482,Upper,,,,"CARROLL, ROBERT W",Writing Ethics,,
E S,333T ENGINEERING COMMUNICATION-ESP,14483,Upper,,,,"CARROLL, ROBERT W",Writing Ethics,,
E S,333T ENGINEERING COMMUNICATION-DEN,14484,Upper,,,,"LOGAN, ANDREW",Writing Ethics,,
E S,260 SERVICE LEARNING FOR ENGINEERS,14485,Upper,T,2:30 p.m.-4:30 p.m.,,"CRAWFORD, RICHARD H",,,
E S,260 SERVICE LEARNING FOR ENGINEERS,14490,Upper,M,3:30 p.m.-5:30 p.m.,,"CRAWFORD, RICHARD H",,,
E S,260 SERVICE LEARNING FOR ENGINEERS,14495,Upper,TH,2:30 p.m.-4:30 p.m.,,"CRAWFORD, RICHARD H",,,
E S,260 SERVICE LEARNING FOR ENGINEERS,14500,Upper,M,2:30 p.m.-4:30 p.m.,,"CRAWFORD, RICHARD H",,,
E S,260 SERVICE LEARNING FOR ENGINEERS,14505,Upper,W,2:30 p.m.-4:30 p.m.,,"CRAWFORD, RICHARD H",,,
E S,260 SERVICE LEARNING FOR ENGINEERS,14510,Upper,W,3:30 p.m.-5:30 p.m.,,"CRAWFORD, RICHARD H",,,
E S,260 SERVICE LEARNING FOR ENGINEERS,14515,Upper,TH,3:30 p.m.-5:30 p.m.,,"CRAWFORD, RICHARD H",,,
E S,260 SERVICE LEARNING FOR ENGINEERS,14519,Upper,T,3:30 p.m.-5:30 p.m.,,"CRAWFORD, RICHARD H",,,
E S,360 SERVICE LEARNING FOR ENGINEERS,14520,Upper,,,,"CRAWFORD, RICHARD H",,,
E S,177 KENYA NEEDS ASSESSMENT-KEN,14524,Upper,,,,"JONES, BAILEY BRISCOE",,,
E S,177 PROJECTS WITH UNDERSERVED COMM,14525,Upper,TH,3:00 p.m.-6:00 p.m.,ETC 2.140,"ELLZEY, JANET L",,,
E S,277 HUMNTRIAN PRODCT PROTOTYPNG,14530,Upper,MW,4:00 p.m.-6:00 p.m.,EER 1.504,"JONES, BAILEY BRISCOE",,,
ECE,302 INTRO ELECTRICAL ENGINEERING,17310,Lower,MW,1:30 p.m.-3:00 p.m.,EER 1.516,"FAN, LINRAN",,"Natural Science and Technology, Part II",
ECE,302 INTRO ELECTRICAL ENGINEERING,17315,Lower,MW,1:30 p.m.-3:00 p.m.,EER 1.516,"FAN, LINRAN",,"Natural Science and Technology, Part II",
ECE,302 INTRO ELECTRICAL ENGINEERING,17320,Lower,MW,1:30 p.m.-3:00 p.m.,EER 1.516,"FAN, LINRAN",,"Natural Science and Technology, Part II",
ECE,306 INTRODUCTION TO COMPUTING,17325,Lower,MW,3:00 p.m.-4:30 p.m.,PHR 2.110,"TELANG, NINA K",,,
ECE,306 INTRODUCTION TO COMPUTING,17330,Lower,MW,3:00 p.m.-4:30 p.m.,PHR 2.110,"TELANG, NINA K",,,
ECE,306 INTRODUCTION TO COMPUTING,17335,Lower,MW,3:00 p.m.-4:30 p.m.,PHR 2.110,"TELANG, NINA K",,,
ECE,306 INTRODUCTION TO COMPUTING,17340,Lower,MW,3:00 p.m.-4:30 p.m.,PHR 2.110,"TELANG, NINA K",,,
ECE,107H ENGINEERING LEADERSHIP: HONORS,17345,Lower,TH,2:00 p.m.-3:00 p.m.,BUR 136,"TELANG, NINA K",,,
ECE,411 CIRCUIT THEORY,17350,Lower,MW,1:30 p.m.-3:00 p.m.,ECJ 1.214,"TELANG, NINA K",,,
ECE,411 CIRCUIT THEORY,17355,Lower,MW,1:30 p.m.-3:00 p.m.,ECJ 1.214,"TELANG, NINA K",,,
ECE,411 CIRCUIT THEORY,17360,Lower,MW,3:00 p.m.-4:30 p.m.,ECJ 1.214,"SWARTZLANDER, EARL E JR",,,
ECE,411 CIRCUIT THEORY,17365,Lower,MW,3:00 p.m.-4:30 p.m.,ECJ 1.214,"SWARTZLANDER, EARL E JR",,,
ECE,411 CIRCUIT THEORY,17370,Lower,TTH,11:00 a.m.-12:30 p.m.,EER 1.518,"CUEVAS, ALFONSO",,,
ECE,411 CIRCUIT THEORY,17375,Lower,TTH,11:00 a.m.-12:30 p.m.,EER 1.518,"CUEVAS, ALFONSO",,,
ECE,111S TOOLS TO ENHANCE ACDMC SUCCESS,17380,Lower,T,2:00 p.m.-3:00 p.m.,EER 0.810,"TELANG, NINA K",,,
ECE,312 SOFTWR DSGN AND IMPLEMENTATN I,17385,Lower,MW,3:00 p.m.-4:30 p.m.,WAG 101,"SPEIGHT, EVAN",,,
ECE,312 SOFTWR DSGN AND IMPLEMENTATN I,17390,Lower,MW,3:00 p.m.-4:30 p.m.,WAG 101,"SPEIGHT, EVAN",,,
ECE,312 SOFTWR DSGN AND IMPLEMENTATN I,17395,Lower,MW,3:00 p.m.-4:30 p.m.,WAG 101,"SPEIGHT, EVAN",,,
ECE,312 SOFTWR DSGN AND IMPLEMENTATN I,17400,Lower,MW,3:00 p.m.-4:30 p.m.,WAG 101,"SPEIGHT, EVAN",,,
ECE,312 SOFTWR DSGN AND IMPLEMENTATN I,17405,Lower,MW,3:00 p.m.-4:30 p.m.,WAG 101,"SPEIGHT, EVAN",,,
ECE,312H SOFTWR DSGN/IMPLEMNTATN I: HON,17410,Lower,MW,10:30 a.m.-12:00 p.m.,SZB 3.814,"SANTACRUZ, PEDRO ENRIQUE",,,
ECE,312H SOFTWR DSGN/IMPLEMNTATN I: HON,17415,Lower,MW,10:30 a.m.-12:00 p.m.,SZB 3.814,"SANTACRUZ, PEDRO ENRIQUE",,,
ECE,312H SOFTWR DSGN/IMPLEMNTATN I: HON,17420,Lower,MW,10:30 a.m.-12:00 p.m.,SZB 3.814,"SANTACRUZ, PEDRO ENRIQUE",,,
ECE,312H SOFTWR DSGN/IMPLEMNTATN I: HON,17425,Lower,MW,10:30 a.m.-12:00 p.m.,SZB 3.814,"SANTACRUZ, PEDRO ENRIQUE",,,
ECE,312H SOFTWR DSGN/IMPLEMNTATN I: HON,17430,Lower,MW,12:00 p.m.-1:30 p.m.,EER 1.516,"SPEIGHT, EVAN",,,
ECE,312H SOFTWR DSGN/IMPLEMNTATN I: HON,17435,Lower,MW,12:00 p.m.-1:30 p.m.,EER 1.516,"SPEIGHT, EVAN",,,
ECE,312H SOFTWR DSGN/IMPLEMNTATN I: HON,17440,Lower,MW,12:00 p.m.-1:30 p.m.,EER 1.516,"SPEIGHT, EVAN",,,
ECE,312H SOFTWR DSGN/IMPLEMNTATN I: HON,17445,Lower,MW,12:00 p.m.-1:30 p.m.,EER 1.516,"SPEIGHT, EVAN",,,
ECE,313 LINEAR SYSTEMS AND SIGNALS,17450,Lower,TTH,9:30 a.m.-11:00 a.m.,BUR 136,"HALL, NEAL",Quantitative Reasoning,,
ECE,313 LINEAR SYSTEMS AND SIGNALS,17455,Lower,TTH,12:30 p.m.-2:00 p.m.,EER 1.516,"CUEVAS, ALFONSO",Quantitative Reasoning,,
ECE,313 LINEAR SYSTEMS AND SIGNALS,17460,Lower,TTH,3:30 p.m.-5:00 p.m.,ECJ 1.214,"CHOWDHURY, SHWETADWIP",Quantitative Reasoning,,
ECE,316 DIGITAL LOGIC DESIGN,17465,Lower,MW,5:00 p.m.-6:30 p.m.,EER 1.516,"TOUBA, NUR A",,,
ECE,316 DIGITAL LOGIC DESIGN,17470,Lower,MW,5:00 p.m.-6:30 p.m.,EER 1.516,"TOUBA, NUR A",,,
ECE,316 DIGITAL LOGIC DESIGN,17475,Lower,MW,5:00 p.m.-6:30 p.m.,EER 1.516,"TOUBA, NUR A",,,
ECE,316 DIGITAL LOGIC DESIGN,17480,Lower,MW,5:00 p.m.-6:30 p.m.,EER 1.516,"TOUBA, NUR A",,,
ECE,316 DIGITAL LOGIC DESIGN,17485,Lower,TTH,11:00 a.m.-12:30 p.m.,CPE 2.204,"ORSHANSKY, MICHAEL E",,,
ECE,316 DIGITAL LOGIC DESIGN,17490,Lower,TTH,11:00 a.m.-12:30 p.m.,CPE 2.204,"ORSHANSKY, MICHAEL E",,,
ECE,316 DIGITAL LOGIC DESIGN,17495,Lower,TTH,11:00 a.m.-12:30 p.m.,CPE 2.204,"ORSHANSKY, MICHAEL E",,,
ECE,316 DIGITAL LOGIC DESIGN,17500,Lower,TTH,11:00 a.m.-12:30 p.m.,CPE 2.204,"ORSHANSKY, MICHAEL E",,,
ECE,316 DIGITAL LOGIC DESIGN,17505,Lower,TTH,2:00 p.m.-3:30 p.m.,EER 1.518,"ORSHANSKY, MICHAEL E",,,
ECE,422C SOFTWR DESIGN/IMPLEMENTATN II,17625,Upper,MW,9:00 a.m.-10:30 a.m.,ART 1.120,"SPEIGHT, EVAN",,,
ECE,422C SOFTWR DESIGN/IMPLEMENTATN II,17630,Upper,MW,9:00 a.m.-10:30 a.m.,ART 1.120,"SPEIGHT, EVAN",,,
ECE,422C SOFTWR DESIGN/IMPLEMENTATN II,17635,Upper,MW,9:00 a.m.-10:30 a.m.,ART 1.120,"SPEIGHT, EVAN",,,
ECE,422C SOFTWR DESIGN/IMPLEMENTATN II,17640,Upper,MW,9:00 a.m.-10:30 a.m.,ART 1.120,"SPEIGHT, EVAN",,,
ECE,422C SOFTWR DESIGN/IMPLEMENTATN II,17645,Upper,TTH,2:00 p.m.-3:30 p.m.,EER 1.512,"SHI, AUGUST WANG",,,
ECE,422C SOFTWR DESIGN/IMPLEMENTATN II,17650,Upper,TTH,2:00 p.m.-3:30 p.m.,EER 1.512,"SHI, AUGUST WANG",,,
ECE,422C SOFTWR DESIGN/IMPLEMENTATN II,17655,Upper,TTH,2:00 p.m.-3:30 p.m.,EER 1.512,"SHI, AUGUST WANG",,,
ECE,422C SOFTWR DESIGN/IMPLEMENTATN II,17660,Upper,TTH,2:00 p.m.-3:30 p.m.,EER 1.512,"SHI, AUGUST WANG",,,
ECE,422C SOFTWR DESIGN/IMPLEMENTATN II,17665,Upper,TTH,2:00 p.m.-3:30 p.m.,EER 1.512,"SHI, AUGUST WANG",,,
ECE,325 ELECTROMAGNETIC ENGINEERING,17670,Upper,MW,9:00 a.m.-10:30 a.m.,EER 1.516,"BURGHOFF, DAVID PATRICK",,,
ECE,125S INTERNSHIP IN ELEC/COMP ENGR,17675,Upper,,,,,,,
ECE,333T ENGINEERING COMMUNICATION,17680,Upper,MWF,9:00 a.m.-10:00 a.m.,,"FAGELSON, WILLIAM F",Writing Ethics,,
ECE,333T ENGINEERING COMMUNICATION,17685,Upper,TTH,12:30 p.m.-2:00 p.m.,RLP 1.102,"HEMPEL-MEDINA, DEBORAH S",Writing Ethics,,
ECE,333T ENGINEERING COMMUNICATION,17690,Upper,MWF,11:00 a.m.-12:00 p.m.,PMA 5.122,"FAGELSON, WILLIAM F",Writing Ethics,,
ECE,333T ENGINEERING COMMUNICATION,17695,Upper,TTH,11:00 a.m.-12:30 p.m.,ECJ 1.222,"HEMPEL-MEDINA, DEBORAH S",Writing Ethics,,
ECE,333T ENGINEERING COMMUNICATION,17700,Upper,MWF,1:00 p.m.-2:00 p.m.,ETC 2.102,"FAGELSON, WILLIAM F",Writing Ethics,,
ECE,333T ENGINEERING COMMUNICATION,17705,Upper,MW,1:30 p.m.-3:00 p.m.,,"ABIGHANNAM, NIVEEN",Writing Ethics,,
ECE,333T ENGINEERING COMMUNICATION,17708,Upper,TTH,2:00 p.m.-3:30 p.m.,CPE 2.216,"HEMPEL-MEDINA, DEBORAH S",Writing Ethics,,
ECE,333T ENGINEERING COMMUNICATION,17709,Upper,TTH,2:00 p.m.-3:30 p.m.,,"HEMPEL-MEDINA, DEBORAH S",,,
ECE,334K QUANTUM THRY ELECTRONIC MATLS,17710,Upper,MW,9:00 a.m.-10:30 a.m.,ECJ 1.312,"INCORVIA, JEAN",,,
ECE,438 FUNDMNTLS ELEC CIRCUITS I LAB,17715,Upper,TTH,9:30 a.m.-11:00 a.m.,ECJ 1.308,"CUEVAS, ALFONSO",,,
ECE,438 FUNDMNTLS ELEC CIRCUITS I LAB,17720,Upper,TTH,9:30 a.m.-11:00 a.m.,ECJ 1.308,"CUEVAS, ALFONSO",,,
ECE,438 FUNDMNTLS ELEC CIRCUITS I LAB,17725,Upper,TTH,9:30 a.m.-11:00 a.m.,,"CUEVAS, ALFONSO",,,
ECE,438K ANALOG ELECTRONICS,17730,Upper,TTH,12:30 p.m.-2:00 p.m.,,"CUEVAS, ALFONSO",,,
ECE,438K ANALOG ELECTRONICS,17735,Upper,TTH,12:30 p.m.-2:00 p.m.,,"CUEVAS, ALFONSO",,,
ECE,339 SOLID-STATE ELECTRONIC DEVICES,17740,Upper,TTH,11:00 a.m.-12:30 p.m.,ECJ 1.318,"TUTUC, EMANUEL",,,
ECE,440 INTEG CIRC NANOMANUFAC TECHNQS,17745,Upper,MW,10:30 a.m.-12:00 p.m.,EER 1.512,"LI, XIULING",,,
ECE,340P HIGH-THROUGHPUT NANOPATTERNING,17750,Upper,MW,11:00 a.m.-12:30 p.m.,ETC 2.114,"CHANG, CHIH-HAO",,,
ECE,445L EMBEDDED SYSTEMS DESIGN LAB,17755,Upper,TTH,12:30 p.m.-2:00 p.m.,BUR 112,"VALVANO, JONATHAN W",,,
ECE,445L EMBEDDED SYSTEMS DESIGN LAB,17760,Upper,TTH,12:30 p.m.-2:00 p.m.,BUR 112,"VALVANO, JONATHAN W",,,
ECE,445L EMBEDDED SYSTEMS DESIGN LAB,17765,Upper,TTH,12:30 p.m.-2:00 p.m.,BUR 112,"VALVANO, JONATHAN W",,,
ECE,445L EMBEDDED SYSTEMS DESIGN LAB,17770,Upper,TTH,12:30 p.m.-2:00 p.m.,BUR 112,"VALVANO, JONATHAN W",,,
ECE,445L EMBEDDED SYSTEMS DESIGN LAB,17774,Upper,TTH,12:30 p.m.-2:00 p.m.,BUR 112,"VALVANO, JONATHAN W",,,
ECE,445M EMBEDDED AND REAL-TIME SYS LAB,17775,Upper,TTH,12:30 p.m.-2:00 p.m.,ECJ 1.312,"GERSTLAUER, ANDREAS",,,
